"site","zone","plot_id","year","density","germ","percent_mort","tot_prev","swe","htc","ti_area","stand_size","isl_density","zone_area","zone_density","recruit_decade","zone_age","zone_basal","zone_height"
"tis","interior",2535,2015,9,2,0.461538462,13,463.947649607684,0.268582844589029,2387,127,530,809,440,0.6,100.111111111111,0.149,4.60588235294118
"tis","interior",2535,2016,9,2,0.333333333,9,245.553046426636,0.224039359955647,2387,127,530,809,440,0.6,100.111111111111,0.149,4.60588235294118
"tis","leeward",2536,2014,6,0,0,1,974.512324706759,0.169977807192382,2387,127,530,407,570,0.47,74.1428571428571,0.184,3.33636363636364
"tis","leeward",2536,2015,4,1,0.5,6,919.806727299435,0.247189457863171,2387,127,530,407,570,0.47,74.1428571428571,0.184,3.33636363636364
"tis","leeward",2536,2016,4,2,0.5,4,284.122338043024,0.176791602028458,2387,127,530,407,570,0.47,74.1428571428571,0.184,3.33636363636364
"tis","leeward",2537,2014,19,3,NA,NA,974.512324706759,0.169977807192382,2387,127,530,407,570,0.47,74.1428571428571,0.184,3.33636363636364
"tis","leeward",2537,2015,20,1,0.263157895,19,919.806727299435,0.247189457863171,2387,127,530,407,570,0.47,74.1428571428571,0.184,3.33636363636364
"tis","leeward",2537,2016,19,4,0.25,20,284.122338043024,0.176791602028458,2387,127,530,407,570,0.47,74.1428571428571,0.184,3.33636363636364
"tis","windward",2524,2014,11,0,0,7,172.67607255009,0.352575529178439,2387,127,530,447,180,0.75,50.5,0.0514,3.5375
"tis","windward",2524,2015,10,0,0.090909091,11,80.1664890984205,0.71207829401181,2387,127,530,447,180,0.75,50.5,0.0514,3.5375
"tis","windward",2524,2016,9,0,0.1,10,53.5897528032072,0.631736754858443,2387,127,530,447,180,0.75,50.5,0.0514,3.5375
"tis","windward",2525,2014,16,5,NA,NA,172.67607255009,0.352575529178439,2387,127,530,447,180,0.75,50.5,0.0514,3.5375
"tis","windward",2525,2015,8,1,0.5625,16,80.1664890984205,0.71207829401181,2387,127,530,447,180,0.75,50.5,0.0514,3.5375
"tis","windward",2525,2016,12,0,0,8,53.5897528032072,0.631736754858443,2387,127,530,447,180,0.75,50.5,0.0514,3.5375
"tis","windward",2526,2014,20,15,NA,NA,172.67607255009,0.352575529178439,2387,127,530,447,180,0.75,50.5,0.0514,3.5375
"tis","windward",2526,2015,4,0,0.8,20,80.1664890984205,0.71207829401181,2387,127,530,447,180,0.75,50.5,0.0514,3.5375
"tis","windward",2526,2016,8,0,0,4,53.5897528032072,0.631736754858443,2387,127,530,447,180,0.75,50.5,0.0514,3.5375
